index;name;album;artist;release_date;length;popularity;mode;acousticness;danceability;energy;instrumentalness;liveness;valence;loudness;speechiness;tempo;duration_ms;time_signature;genre;url
94;Against All Odds (Take a Look at Me Now) - 2016 Remaster;The Singles (Expanded);Phil Collins;42657;206360;74;1;0,198;0,58;0,498;0;0,132;0,111;-6,901;0,0277;116,271;206360;4;['mellow gold', 'rock drums', 'soft rock'];https://open.spotify.com/track/63CHa6rmamv9OsehkRD8oz
95;hate u love u;hate u love u;Olivia O'Brien;42713;175466;77;0;0,656;0,407;0,416;0;0,0981;0,246;-8,915;0,174;176,947;175467;4;['pop', 'post-teen pop'];https://open.spotify.com/track/6ATgDc6e4sPn84hvJsAmPt
96;Ou Some Ou Soma - Ao Vivo;Como. Sempre Feito. Nunca (ao Vivo);Jorge & Mateus;42419;195954;58;1;0,0291;0,661;0,918;0;0,777;0,736;-2,359;0,0686;100,048;195955;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/3dRBzTOu9polrH9U6Vh2zw
97;Folgado - Ao Vivo;Marília Mendonça - Ao Vivo;Marília Mendonça;42433;163902;57;0;0,645;0,712;0,89;0;0,0726;0,569;-3,792;0,0729;163,848;163902;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/4DYmJ19DhmxUe26QhANDYv
98;Triste, Louca ou Má;Soltasbruxa;Francisco, el Hombre;42629;265826;58;1;0,0937;0,388;0,441;0,00000591;0,111;0,369;-7,665;0,0282;149,811;265827;4;['brazilian reggae'];https://open.spotify.com/track/5wMrWkvLD4TnTFwclqgjo6
99;Te Amo - Ao Vivo;Ao Vivo em São José do Rio Preto (Deluxe);Zé Neto & Cristiano;42685;198786;57;1;0,727;0,504;0,531;0;0,663;0,337;-5,406;0,0327;81,993;198787;4;['sertanejo pop'];https://open.spotify.com/track/1QxVBx83jADYtDI1pWvgYV
100;Side To Side;Dangerous Woman;Ariana Grande;42510;226160;76;0;0,0528;0,65;0,736;0;0,235;0,613;-5,84;0,229;159,173;226160;4;['dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/1pKeFVVUOPjFsOABub0OaV
101;Impasse - Ao Vivo;Marília Mendonça - Ao Vivo;Marília Mendonça;42433;180000;57;1;0,751;0,564;0,619;0;0,138;0,299;-6,258;0,0382;96,08;180000;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/5s2ydrmJOiPeZGx4S4X8Aw
102;A Rosa E O Beija-Flor - Na Praia / Ao Vivo;Na Praia (Ao Vivo);Matheus & Kauan;42426;170853;57;1;0,0784;0,484;0,928;0;0,856;0,579;-3;0,223;165,962;170853;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/4XrAf0Z1J2NunZXl4BMjlA
103;Cor De Marte;ANAVITÓRIA;ANAVITÓRIA;42600;191289;57;1;0,745;0,667;0,274;0,0000529;0,114;0,119;-8,988;0,0367;123,442;191290;4;['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop'];https://open.spotify.com/track/4GSVcvDWAiZTlR2Wkd23vj
104;Vou Voando - Ao Vivo;Como. Sempre Feito. Nunca (ao Vivo);Jorge & Mateus;42419;236501;57;1;0,116;0,608;0,863;0,00000107;0,585;0,691;-1,799;0,0326;136,898;236501;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/1WCn5QBp0Kl9uHrR0J02GS
105;Anunciação / Put Your Records On - Superstar;Anunciação / Put Your Records On (Superstar) - Single;Melim;42545;165120;57;1;0,501;0,656;0,513;0,00000107;0,105;0,34;-10,705;0,0272;100,035;165120;4;['mpb', 'nova mpb', 'pop nacional'];https://open.spotify.com/track/3pRCVNMehjpVyJ8vqDfFpd
106;Byob;Byob;Sevenn;42500;259693;59;1;0,0507;0,88;0,694;0,675;0,366;0,486;-5,733;0,108;122,025;259694;4;['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house'];https://open.spotify.com/track/3GjF8PNprVtiBtQnSgcHFU
107;Dengo;ANAVITÓRIA;ANAVITÓRIA;42600;236943;57;1;0,831;0,759;0,273;0;0,118;0,399;-10,024;0,0348;122,001;236944;4;['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop'];https://open.spotify.com/track/4Vm5bGHaHj6CWtaj7Cx73a
108;Dormi Na Praça - Ao Vivo;Clássico (Ao Vivo / Edição Especial);Bruno & Marrone;42685;162524;57;1;0,621;0,561;0,927;0,0000668;0,662;0,523;-3,503;0,248;159,903;162524;4;['sertanejo', 'sertanejo universitario'];https://open.spotify.com/track/0lqth62FJY6QobobChvnzB
109;Astronauta;Astronauta;Hungria Hip Hop;42384;261828;57;0;0,465;0,893;0,403;0,0000132;0,0836;0,549;-9,015;0,316;134,047;261828;4;['brazilian edm', 'brazilian hip hop', 'rap df', 'trap brasileiro'];https://open.spotify.com/track/4VANM55KJCW9ANFnwkqnAU
110;Com Amor Não Se Brinca - Ao Vivo;Com Amor Não Se Brinca (Ao Vivo);Jonas Esticado;42727;231334;57;1;0,019;0,556;0,944;0;0,861;0,518;-2,482;0,0768;89,745;231334;4;['forro', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/4UOHoVBkQort0sltu28WV5
111;Into You;Dangerous Woman;Ariana Grande;42510;244453;76;1;0,0162;0,623;0,734;0,00000175;0,145;0,37;-5,948;0,107;107,853;244453;4;['dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/2meEiZKWkiN28gITzFwQo5
112;Meu Coração Deu PT - Ao Vivo;Em Casa (Ao Vivo);Wesley Safadão;42629;183626;57;0;0,0916;0,647;0,93;0;0,401;0,848;-3,147;0,0636;133,966;183627;4;['forro'];https://open.spotify.com/track/6zCqeUUqLb2CapBmVwAHll
113;Can I Be Him;Back from the Edge;James Arthur;42671;246880;78;1;0,308;0,696;0,543;0;0,0939;0,479;-6,164;0,0489;107,969;246880;4;['pop', 'post-teen pop', 'talent show', 'uk pop'];https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
114;That's My Way - Alok Remix;That's My Way (Alok Remix);Edi Rock;42629;295081;57;0;0,169;0,798;0,876;0,000541;0,106;0,821;-5,812;0,0723;121,994;295082;4;['brazilian hip hop', 'brazilian reggae'];https://open.spotify.com/track/2SeevfUUQlLq6HNaJ07Vda
115;Alone;Alone;Marshmello;42503;273802;75;1;0,0241;0,631;0,953;0,0155;0,108;0,422;-3,739;0,0343;141,99;273803;4;['chicago rap', 'melodic rap'];https://open.spotify.com/track/3MEYFivt6bilQ9q9mFWZ4g
116;Dois Corações - Acústico;Dois Corações (Acústico);Melim;42593;164438;57;1;0,848;0,602;0,282;0;0,11;0,483;-10,754;0,0318;143,121;164439;4;['mpb', 'nova mpb', 'pop nacional'];https://open.spotify.com/track/39W953OaTIFMNGDkH4SY4u
117;Pumped up Kicks (feat. Joy Corporation);Pumped up Kicks (feat. Joy Corporation);Dubdogz;42653;342360;58;0;0,00264;0,755;0,795;0,0195;0,0948;0,689;-6,302;0,0411;121,991;342361;4;['brazilian bass', 'brazilian edm'];https://open.spotify.com/track/5xSGWKadCR6lZu68cVkrLI
118;Pescador de ilusões - Ao vivo;O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo];O Rappa;42517;369915;56;0;0,83;0,496;0,444;0,0000377;0,212;0,349;-8,657;0,038;124,676;369916;4;['brazilian hip hop', 'brazilian reggae', 'brazilian rock', 'latin alternative', 'rock nacional brasileiro'];https://open.spotify.com/track/5ytWdfs7iGpu42VQyAQyvY
119;Santo Espírito;Fornalha Dunamis;Laura Souguellis;42486;578925;56;1;0,185;0,283;0,506;0;0,23;0,186;-8,891;0,0368;139,304;578926;4;['adoracao'];https://open.spotify.com/track/41z4s0XUTuxaaWSWywrL2l
120;Cansei de Farra;O Cara Certo;Dilsinho;42531;230706;56;1;0,776;0,58;0,646;0;0,241;0,488;-6,158;0,0345;145,836;230707;4;['pagode', 'pagode novo'];https://open.spotify.com/track/3BlebRyXXEVQnWhJetr5VZ
121;Cadeira de Aço - Ao Vivo;Cadeira de Aço (Ao Vivo) - Single;Zé Neto & Cristiano;42639;199598;56;1;0,283;0,746;0,871;0;0,926;0,554;-2,916;0,0473;115,953;199599;4;['sertanejo pop'];https://open.spotify.com/track/2jq2SaLa7BeUtU6Lx9bxGU
122;Antônimos - Ao Vivo;Como. Sempre Feito. Nunca (ao Vivo);Jorge & Mateus;42419;169042;56;1;0,214;0,568;0,883;0;0,54;0,757;-1,706;0,0492;167,009;169043;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/3SWIpewrd1V1iw09lim55f
123;Rockabye (feat. Sean Paul & Anne-Marie);Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;42664;251088;76;0;0,406;0,72;0,763;0;0,18;0,742;-4,068;0,0523;101,965;251088;4;['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky'];https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
124;Olha A Explosão;Olha A Explosão;MC Kevinho;42719;162053;69;1;0,107;0,778;0,635;0;0,0608;0,379;-2,892;0,112;90,008;162053;4;['funk carioca', 'funk ostentacao', 'funk pop'];https://open.spotify.com/track/6Q4foUefrAyCt8VxJFML56
125;Te Faço um Cafuné;Te Faço um Cafuné;Mariana Aydar;42636;227604;57;0;0,0184;0,683;0,674;0,000084;0,0891;0,64;-5,295;0,0327;136,08;227604;4;['bossa nova', 'brazilian indie', 'mpb', 'nova mpb', 'samba'];https://open.spotify.com/track/2PxakiZUhHmFdp5G3sBiXD
126;Indialowbeat;Indialowbeat;Savaget;42370;67501;56;1;0,00844;0,65;0,738;0,78;0,131;0,568;-7,632;0,0472;128,034;67501;4;['nz pop'];https://open.spotify.com/track/1MnyKsRi9MIq6FOcL38EL5
127;Laço Aberto - Ao Vivo;Cabaré Night Club (Ao Vivo);Leonardo;42699;188493;56;1;0,295;0,697;0,813;0;0,862;0,732;-4,731;0,0405;112,054;188493;4;[];https://open.spotify.com/track/3nY6yXcj9lzuA7GqxAFht0
128;Ponta de Lança (Verso Livre);Ponta de Lança (Verso Livre);Rincon Sapiência;42730;214165;56;1;0,361;0,887;0,602;0,000147;0,084;0,947;-9,819;0,207;130,029;214165;4;['afrofuturismo brasileiro', 'bass trap', 'electronic trap', 'funk carioca', 'pop nacional'];https://open.spotify.com/track/0Y8dSlRPhYGN96MoPCFj8c
129;Ophelia;Cleopatra;The Lumineers;42468;160097;76;1;0,613;0,664;0,573;0,000363;0,0857;0,566;-6,519;0,0277;76,023;160097;4;['folk-pop', 'modern rock', 'stomp and holler'];https://open.spotify.com/track/5NORWMFC27ywGSZxi8uquP
130;That's My Girl;7/27 (Deluxe);Fifth Harmony;42517;204013;71;0;0,0358;0,596;0,851;0,0000319;0,365;0,612;-4,245;0,121;202,049;204013;4;['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show'];https://open.spotify.com/track/2ACOWPLUe4A4KuQ5ioD2od
131;Homem de Família - Ao Vivo;50/50 - Ao Vivo (Deluxe);Gusttavo Lima;42573;184888;56;1;0,662;0,703;0,84;0;0,934;0,813;-4,243;0,05;135,499;184889;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/12wiyBZqQ3mOU7AfygXJCw
132;Uma vida só - Versão Completa;Uma Vida Só;O Rappa;42447;248853;55;0;0,0141;0,629;0,787;0,0204;0,0851;0,713;-9,581;0,0481;87,449;248853;4;['brazilian hip hop', 'brazilian reggae', 'brazilian rock', 'latin alternative', 'rock nacional brasileiro'];https://open.spotify.com/track/7vcO2LxMCfbhnvncdD8kba
133;Você Me Trocou - Ao Vivo;Clássico (Ao Vivo / Edição Especial);Bruno & Marrone;42685;193632;55;1;0,544;0,468;0,863;0;0,139;0,663;-4,766;0,139;159,358;193633;4;['sertanejo', 'sertanejo universitario'];https://open.spotify.com/track/3RYV8juwSUclgwNiwmESlb
134;PLAYING WITH FIRE;SQUARE TWO;BLACKPINK;42675;197355;75;0;0,0399;0,707;0,758;0;0,141;0,674;-4,511;0,0917;97,037;197355;4;['k-pop', 'k-pop girl group'];https://open.spotify.com/track/7e7VjLxO5xJINHvnRytrqi
135;Saber Quem Sou;Moana: um mar de aventuras (Trilha sonora original em português);Various Artists;42713;163386;55;0;0,615;0,486;0,282;0;0,088;0,0755;-8,91;0,124;84,007;163387;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/7cTFgZbTV3s8Wk7e0MpXnV
136;Fatalmente;Uma História Assim;Rodriguinho;42685;209106;55;1;0,418;0,623;0,681;0;0,125;0,668;-9,424;0,0628;156,03;209107;4;['funk carioca', 'funk ostentacao', 'pagode', 'pagode novo'];https://open.spotify.com/track/5m0icrNPTAVGjpRtrVGAvN
137;Fight Song;Wildfire;Rachel Platten;42370;204013;79;1;0,0549;0,564;0,714;0;0,155;0,33;-4,987;0,129;175,924;204013;4;['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop'];https://open.spotify.com/track/37f4ITSlgPX81ad2EvmVQr
138;Pra Não Dizer Que Não Falei Do Ódio - Ao Vivo;3Fs (Ao Vivo / Deluxe Version);Projota;42517;301824;55;0;0,0706;0,55;0,774;0,000002;0,562;0,361;-6,091;0,0519;144,019;301825;4;['brazilian edm', 'brazilian hip hop', 'pop nacional'];https://open.spotify.com/track/2nbkgXk8VjhlCMLStvztLm
139;Eu Cuido de Ti;Eu Cuido de Ti;Canção & Louvor;42640;319088;55;1;0,78;0,511;0,397;0;0,121;0,282;-9,39;0,0284;144,777;319089;4;['brazilian gospel'];https://open.spotify.com/track/1Gr00hbiz4kePVSZH8H9ID
140;Mesmo Sem Estar;1977;Luan Santana;42678;247998;55;1;0,903;0,514;0,298;0;0,136;0,474;-9,893;0,0341;72,432;247999;4;['funk carioca', 'pop nacional'];https://open.spotify.com/track/5zNK9ZyCrrJFlGgMMv2Xt7
141;Alfa e Ômega;Alfa e Ômega;Marine Friesen;42695;364878;55;1;0,115;0,383;0,386;0;0,183;0,159;-8,507;0,0288;146,022;364878;3;['adoracao'];https://open.spotify.com/track/2crjmyGUfpWOeOPAnTqCN6
142;Volte a Sonhar;Rompendo;Elaine Martins;42373;233406;55;1;0,164;0,503;0,525;0;0,105;0,199;-5,168;0,0265;136,947;233407;4;['brazilian gospel'];https://open.spotify.com/track/6KQq9CDKPTJ9wn6x4kGq9R
143;Canão Foi Tão Bom;Sabotage;Sabotage;42660;330799;55;1;0,436;0,663;0,679;0;0,144;0,804;-5,262;0,282;172,006;330800;4;['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap'];https://open.spotify.com/track/0bqNG1CGfhfE7iy6Fk5wG8
144;50 Reais;50 Reais;Naiara Azevedo;42488;207104;56;0;0,206;0,778;0,826;0;0,761;0,759;-2,798;0,212;139,042;207104;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/2DAGCHu5aoo2FOjmtU9ojo
145;Choram As Rosas - Ao Vivo;Clássico (Ao Vivo / Edição Especial);Bruno & Marrone;42685;221842;55;1;0,187;0,589;0,914;0,000403;0,914;0,446;-4,819;0,0975;118,949;221842;4;['sertanejo', 'sertanejo universitario'];https://open.spotify.com/track/1tup3Bgd0LaQxEH4OOugEG
146;WHISTLE;SQUARE ONE;BLACKPINK;42590;211696;74;1;0,00682;0,822;0,712;0;0,0955;0,647;-4,877;0,15;102,874;211696;4;['k-pop', 'k-pop girl group'];https://open.spotify.com/track/7HWmJ1wBecOAMNGjC6SmKE
147;Firestone;Cloud Nine;Kygo;42503;271640;77;0;0,393;0,704;0,634;0,0000317;0,0952;0,411;-7,374;0,0428;113,927;271640;4;['edm', 'pop', 'tropical house'];https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE
148;Teu Santo Nome - Ao Vivo;Até Transbordar (Ao Vivo);Gabriela Rocha;42713;436613;55;1;0,0103;0,277;0,67;0;0,202;0,21;-6,511;0,0409;141,717;436613;4;['adoracao', 'brazilian gospel'];https://open.spotify.com/track/0CP4vevAzKaN0M5SXEGMXh
149;Here;Know-It-All (Deluxe);Alessia Cara;42440;199453;66;1;0,0783;0,376;0,822;0;0,0841;0,327;-3,974;0,104;120,493;199453;4;['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop'];https://open.spotify.com/track/664gdARxaClFsoF5SXKOws
150;Shout Out to My Ex;Glory Days (Expanded Edition);Little Mix;42692;246240;77;1;0,0242;0,773;0,747;0,00000899;0,109;0,801;-4,061;0,0885;126,014;246240;4;['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop'];https://open.spotify.com/track/0ErK6K0kYr0Ow2RkPMhmMs
151;Por Um Minuto (Por Un Minuto) - Ao Vivo;Clássico (Ao Vivo / Edição Especial);Bruno & Marrone;42685;288082;54;1;0,957;0,449;0,554;0,00000679;0,875;0,358;-4,762;0,0372;87,385;288082;4;['sertanejo', 'sertanejo universitario'];https://open.spotify.com/track/0W5nDzb8SWjRPCT5p5cWHz
152;Efeitos do Longe;4° Último;Tribo da Periferia;42727;194823;55;0;0,847;0,933;0,409;0;0,103;0,727;-8,949;0,191;131,913;194823;4;['brazilian edm', 'rap df'];https://open.spotify.com/track/13vcFIo088XZfF5IMAOAAn
153;Intervalo entre carros - Ao vivo;O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo];O Rappa;42517;345173;55;0;0,566;0,639;0,766;0,0000615;0,928;0,714;-6,884;0,0341;100,394;345173;4;['brazilian hip hop', 'brazilian reggae', 'brazilian rock', 'latin alternative', 'rock nacional brasileiro'];https://open.spotify.com/track/79hzFMKFdk2TnuC9PVaMTA
154;Bumbum Granada;Bumbum Granada;Mc's Zaac & Jerry Smith;42489;187924;54;0;0,314;0,965;0,811;0,000148;0,187;0,161;-1,756;0,134;130,015;187925;4;['brega funk', 'funk carioca'];https://open.spotify.com/track/4SCH5CuivFcShLpTg8lYOf
155;Tua;ANAVITÓRIA;ANAVITÓRIA;42600;187734;55;1;0,84;0,733;0,257;0;0,126;0,114;-8,922;0,041;119,946;187734;4;['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop'];https://open.spotify.com/track/0JKVKU80Hifd9A8lQKi9lc
156;Do Outro Lado da Cidade;Acústico 20 anos;Guilherme & Santiago;42566;194328;55;1;0,127;0,397;0,769;0;0,964;0,675;-3,239;0,0492;173,314;194329;3;['pagode', 'sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario'];https://open.spotify.com/track/3zQNGLtZRyaA0hv618tPGj
157;Onda Onda (Olha a Onda);Capitao Tchaka;Tchakabum;42397;275706;57;0;0,362;0,666;0,805;0,000126;0,0716;0,437;-7,396;0,219;92,631;275707;4;['axe', 'funk carioca', 'pagode'];https://open.spotify.com/track/4ohps6RKcqCWMfK8GFcYE5
158;Malandramente;Malandramente;Dennis DJ;42541;171692;56;0;0,177;0,91;0,804;0;0,203;0,712;-4,76;0,0996;129,929;171692;4;['brazilian edm', 'funk carioca', 'funk das antigas'];https://open.spotify.com/track/7DRP2VOMpy1rrk3iYFLCW9
159;Chamego Meu;ANAVITÓRIA;ANAVITÓRIA;42600;187259;54;1;0,459;0,78;0,495;0,00000161;0,261;0,725;-7,694;0,0293;129,983;187260;4;['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop'];https://open.spotify.com/track/0JxTb1lqzER30VwEY4JSwf
160;Nos;ANAVITÓRIA;ANAVITÓRIA;42600;219077;54;1;0,72;0,738;0,386;0,000173;0,662;0,479;-8,433;0,0373;122,045;219077;4;['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop'];https://open.spotify.com/track/69FDDo2cJbDMWykqGEYDb6
161;I Fall Apart;Stoney (Deluxe);Post Malone;42713;223346;82;0;0,0689;0,556;0,538;0;0,196;0,291;-5,408;0,0382;143,95;223347;4;['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house'];https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
162;Visão Ta Ouro;4° Último;Tribo da Periferia;42727;236307;54;0;0,493;0,94;0,303;0,000121;0,0627;0,393;-10,963;0,785;130,098;236307;4;['brazilian edm', 'rap df'];https://open.spotify.com/track/12Ms8XDkr3b3gMcEgRVas3
163;Clareou - Ao Vivo;Alma Brasileira (Ao Vivo / Edição Especial);Diogo Nogueira;42636;221466;54;1;0,757;0,587;0,64;0,00000144;0,22;0,598;-8,266;0,0337;102,388;221466;4;['mpb', 'pagode', 'samba', 'samba moderno'];https://open.spotify.com/track/4j0JOQJkDnO0mYXpt7n62e
164;Sosseguei - Ao Vivo;Como. Sempre Feito. Nunca (ao Vivo);Jorge & Mateus;42419;195369;55;1;0,485;0,58;0,768;0;0,452;0,675;-3,483;0,0382;134,96;195370;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/1xFgXCY8Zvo76gHg4RgUaU
165;Losing - Remix;Losing (Remix);Vintage Culture;42720;275409;55;0;0,005;0,717;0,963;0,153;0,737;0,45;-3,157;0,0907;121,99;275410;4;['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house'];https://open.spotify.com/track/3T7fHaOzb9AvDNHWFv79cq
166;Lucro (Descomprimindo);Duas Cidades;BaianaSystem;42522;246280;55;0;0,147;0,713;0,825;0,00095;0,212;0,68;-5,44;0,0335;100,04;246280;4;['afrobeat brasileiro', 'brazilian indie', 'dub brasileiro', 'manguebeat', 'mpb', 'nova mpb', 'pop nacional', 'samba reggae'];https://open.spotify.com/track/0ME0VSbe5nYsXf9V5IFZsd
167;White Iverson;Stoney (Deluxe);Post Malone;42713;256533;78;1;0,233;0,675;0,562;0;0,0816;0,309;-7,678;0,0352;130,098;256533;4;['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house'];https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
168;Pergunta Boba - Ao Vivo;10 Anos (Ao Vivo) - Deluxe;Jorge & Mateus;42685;228350;54;1;0,0321;0,506;0,866;0,000135;0,465;0,657;-5,511;0,0623;89,557;228351;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/36OBPVuz58hAsKxgLCKer6
169;Hold Up;Lemonade;Beyoncé;42483;221093;73;1;0,745;0,524;0,397;0;0,521;0,552;-11,936;0,405;80,744;221093;4;['houston rap', 'pop', 'pop rap', 'trap queen'];https://open.spotify.com/track/0rzNMzZsubFcXSEh7dnem7
170;Amores, Vícios e Obsessões;Castelos & Ruínas;BK;42450;194478;54;0;0,116;0,833;0,517;0,000142;0,116;0,187;-7,502;0,301;129,047;194479;4;['vapor trap'];https://open.spotify.com/track/7DFIPUWRKwOB8RWky8ELq8
171;The Greatest (feat. Kendrick Lamar);This Is Acting (Deluxe Version);Sia;42664;210226;72;1;0,0102;0,668;0,725;0,000479;0,0561;0,729;-6,127;0,266;191,944;210227;4;['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop'];https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO
172;Porradão;Tiee;Tiee;42699;248266;54;1;0,426;0,609;0,811;0;0,0978;0,966;-6,157;0,0333;171,98;248267;4;['hip hop', 'pop rap', 'rap'];https://open.spotify.com/track/30QrlZnH3nGPPvPVL1zFJs
173;Clube do Samba;Sambabook João Nogueira, 2;Various Artists;42619;278853;55;0;0,375;0,581;0,749;0;0,666;0,778;-9,502;0,271;104,79;278853;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/0hR8aII8gulgOK3r5UxfDq
174;Spirits;Hope;The Strumbellas;42482;203653;78;1;0,163;0,556;0,658;0;0,113;0,787;-6,075;0,0265;80,529;203653;4;['canadian indie', 'folk-pop', 'pop rock', 'stomp and holler'];https://open.spotify.com/track/7GJ572zvnU94VZVrj5XRtb
175;Incerteza - Na Praia / Ao Vivo;Na Praia (Ao Vivo);Matheus & Kauan;42426;189400;54;1;0,0481;0,569;0,785;0;0,606;0,484;-4,33;0,0874;109,779;189400;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/5o0u34EbbDDgs69WwEeXtU
176;Saudade do Meu Ex - Ao Vivo | Acústico;Agora É Que São Elas Ao Vivo (Acústico) - EP;Marília Mendonça;42615;160104;54;0;0,213;0,734;0,762;0;0,124;0,786;-4,248;0,0644;171,925;160105;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/5ZCwyAL9zbEJVmmNQwt9lE
177;Chorência;Na Farra ou na Sofrência 2;Tierry;42461;197694;54;1;0,182;0,627;0,725;0;0,182;0,605;-2,67;0,0627;139,931;197695;4;['forro'];https://open.spotify.com/track/1ci5fhRkIR8uBAvg08IufG
178;Side To Side;Dangerous Woman;Ariana Grande;42461;226160;68;0;0,0513;0,65;0,736;0;0,235;0,612;-5,84;0,229;159,174;226160;4;['dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/44ONERBHALxftQNWq6dmyd
179;Somebody Else;I like it when you sleep, for you are so beautiful yet so unaware of it;The 1975;42426;347525;73;1;0,204;0,618;0,793;0,0154;0,126;0,459;-5,711;0,0601;101,015;347526;4;['indie pop', 'modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock'];https://open.spotify.com/track/4m0q0xQ2BNl9SCAGKyfiGZ
180;Sorry;Lemonade;Beyoncé;42483;232560;71;1;0,00175;0,775;0,598;0,00000444;0,253;0,356;-7,274;0,0535;129,988;232560;4;['houston rap', 'pop', 'pop rap', 'trap queen'];https://open.spotify.com/track/0lnIJmgcUpEpe4AZACjayW
