index;name;album;artist;release_date;length;popularity;mode;acousticness;danceability;energy;instrumentalness;liveness;valence;loudness;speechiness;tempo;duration_ms;time_signature;genre;url
5898;Parede - Ao Vivo;Atitude 67 (Ao Vivo);Atitude 67;43154;159533;44;1;0,409;0,806;0,891;0;0,905;0,81;-5,918;0,191;98,952;159533;4;['funk carioca', 'pop nacional', 'sertanejo pop'];https://open.spotify.com/track/6IZxbsARXVw62RYvN4DB2k
5899;Faz De Conta / Querendo Te Encontrar;Segura Maracaju, Pt. 1;João Bosco & Vinicius;43154;238004;44;1;0,734;0,567;0,485;0;0,167;0,665;-7,949;0,0544;78,15;238005;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/11ttOKWtJjhe7cZiFkq14O
5900;Sem Voce, Sou Ninguem;Sem Voce, Sou Ninguem;Mandragora;43397;259452;52;0;0,18;0,485;0,447;0,35;0,124;0,139;-8,42;0,0471;136,001;259452;4;['chillhop', 'indie deutschrap', 'jazz boom bap'];https://open.spotify.com/track/39vokRBOVdnTwRbIOadhqp
5901;Telefone - Diskover Remix;Telefone (Diskover Remix);Lagum;43392;176000;45;1;0,0415;0,802;0,701;0;0,301;0,407;-4,958;0,0796;89,966;176000;4;['belo horizonte indie', 'brazilian edm', 'funk carioca', 'nova mpb'];https://open.spotify.com/track/49fzZ8OE28WJ8x3LxWwzvB
5902;Bad Girlfriend;Speak Your Mind (Deluxe);Anne-Marie;43217;206186;63;1;0,189;0,75;0,698;0;0,262;0,602;-4,943;0,0555;143,983;206187;4;['pop', 'post-teen pop'];https://open.spotify.com/track/11z8f8BH1WdIlFI9TNQ9mc
5903;Leve - Manimal Remix;Leve (Manimal Remix);Mahmundi;43168;145161;44;1;0,339;0,68;0,623;0,49;0,0913;0,135;-6,901;0,0441;124,035;145161;3;['afrofuturismo brasileiro', 'nova mpb', 'nova musica carioca', 'pop lgbtq+ brasileira', 'pop nacional'];https://open.spotify.com/track/0YK71rSArDeNp5HcllHnDg
5904;Real Friends;Camila;Camila Cabello;43112;214386;62;1;0,839;0,726;0,304;0;0,0853;0,813;-8,677;0,131;91,97;214387;4;['dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
5905;Rap do Homem-Aranha: Eu Tô de Volta ao Lar (NERD HITS);Rap do Homem-Aranha: Eu Tô de Volta ao Lar (NERD HITS);7 Minutoz;43376;196430;44;0;0,232;0,732;0,529;0;0,129;0,535;-6,789;0,057;120,098;196430;4;['nerdcore brasileiro'];https://open.spotify.com/track/0gZQn3EYqpYUtHIsODSI6o
5906;És Bem Vinda;És Bem Vinda;Konai;43231;184946;44;1;0,867;0,604;0,17;0,294;0,107;0,176;-15,403;0,0405;61,971;184947;4;['brazilian hip hop', 'pop rap brasileiro'];https://open.spotify.com/track/10S1s5VChDJgF4nXMzvJN6
5907;Like To Be You (feat. Julia Michaels);Shawn Mendes;Shawn Mendes;43245;159400;64;1;0,812;0,737;0,451;0;0,108;0,664;-9,405;0,229;153,766;159400;4;['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop'];https://open.spotify.com/track/2IssBpPtHcViZL5vYQNHhA
5908;Privê;Privê;Mateus Carrilho;43248;148800;45;0;0,129;0,732;0,83;0;0,0572;0,964;-3,648;0,0551;150,016;148800;4;['funk carioca', 'nova mpb', 'nova musica pernambucana'];https://open.spotify.com/track/6bdgrc47M89fQgpFfyO5Og
5909;Shot Clock;Ella Mai;Ella Mai;43385;201609;68;0;0,654;0,512;0,512;0;0,148;0,434;-6,008;0,285;95,11;201609;1;['pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary'];https://open.spotify.com/track/2GlATHCDbLW7xq5BE0Bz5g
5910;Cê Gosta - Ao Vivo;Tão Prático (Ao Vivo);Léo & Raphael;43210;180173;44;1;0,694;0,523;0,81;0;0,475;0,659;-3,595;0,0357;129,845;180174;4;['sertanejo pop'];https://open.spotify.com/track/2vC6cMMhTNcn1pA2FytdYC
5911;A Cidade Mais Incrível De Morar - Ao Vivo;Atitude 67 (Ao Vivo);Atitude 67;43154;204626;44;1;0,644;0,706;0,728;0;0,753;0,817;-6,432;0,115;154,044;204627;4;['funk carioca', 'pop nacional', 'sertanejo pop'];https://open.spotify.com/track/0DA3mTTNwKQjRC98tllbqt
5912;The Story Never Ends;I met you when I was 18. (the playlist);Lauv;43251;229029;69;1;0,911;0,614;0,126;0;0,148;0,351;-9,403;0,0376;119,945;229029;4;['pop', 'post-teen pop'];https://open.spotify.com/track/3u5bTqHMM1P34ZkbwzdckV
5913;So High - RAWA Remix;So High;Gabriel Boni;43367;263225;45;0;0,0438;0,799;0,855;0,0412;0,0604;0,146;-4,481;0,202;124,055;263226;4;['brazilian edm', 'funk carioca', 'nova mpb'];https://open.spotify.com/track/7dukkKuue1x0ZGKZougKVZ
5914;No Mesmo Lugar;No Mesmo Lugar;Di Ferrero;43301;179489;44;1;0,202;0,584;0,685;0;0,118;0,783;-4,842;0,0496;171,73;179489;4;['brazilian rock', 'nova mpb', 'pop nacional'];https://open.spotify.com/track/0N2dEvaKpjOzppGn0elCSc
5915;Solteiro Nunca Está Só;Solteiro Nunca Está Só;MC Kekel;43385;147692;45;1;0,0151;0,839;0,545;0;0,114;0,545;-3,718;0,0753;129,907;147692;4;['funk carioca'];https://open.spotify.com/track/1pH9UGL4vyDQUOBFwJvRca
5916;Connection;Connection;OneRepublic;43277;148459;66;1;0,000837;0,611;0,602;0;0,112;0,624;-4,89;0,0437;168,154;148460;4;['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock'];https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
5917;Mama (feat. Ellie Goulding);What Is Love? (Deluxe Edition);Clean Bandit;43434;189973;64;0;0,225;0,737;0,714;0,00000379;0,267;0,608;-6,138;0,0367;102,046;189973;4;['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky'];https://open.spotify.com/track/3WDIhWoRWVcaHdRwMEHkkS
5918;All Falls Down (feat. Juliander);Different World;Alan Walker;43448;198880;67;1;0,253;0,655;0,672;0;0,312;0,675;-4,966;0,0581;98,005;198880;4;['electro house'];https://open.spotify.com/track/1HvCFAUIWQsWV9zud3UhDl
5919;Come Quieto;Come Quieto;Mc Kevin;43141;217547;44;1;0,742;0,96;0,823;0,00000422;0,139;0,908;-2,446;0,0499;130,02;217548;4;['funk 150 bpm', 'funk carioca'];https://open.spotify.com/track/3ZLOquITgHTw1yjuuBcA7u
5920;Trovões e Sons de Chuva, Pt. 04;Trovões e Sons de Chuva;Chuva Para Dormir;43455;115914;44;1;0,267;0,2;0,96;0,963;0,461;0,00001;-29,543;0,0532;93,567;115914;4;[];https://open.spotify.com/track/4GevyTIZbF2VHegnSBDGpx
5921;Seja Bem-Vinda na Gaiola;Seja Bem-Vinda na Gaiola;MC Kevin o Chris;43376;176587;44;1;0,787;0,788;0,575;0,0000201;0,0837;0,332;-9,979;0,427;149,812;176588;4;['funk 150 bpm', 'funk carioca'];https://open.spotify.com/track/6o5dHPlQ2GSmjx2qKAptcr
5922;Madrugada;Os Serranos Interpretam Sucessos Gaúchos;Os Serranos;43178;290093;44;0;0,128;0,888;0,844;0,0315;0,0512;0,752;-5,913;0,103;109;290093;4;['bandinhas', 'musica gaucha tradicionalista', 'sertanejo', 'sertanejo universitario'];https://open.spotify.com/track/5HWB86vL8g6XT6dB90uM3E
5923;Miragem;Não Para Não;Pabllo Vittar;43377;169616;45;0;0,0351;0,691;0,59;0;0,105;0,806;-5,781;0,0385;92,995;169617;4;['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'pop'];https://open.spotify.com/track/3s33n54zuQthXrRCpfzUgk
5924;Rescue;Look Up Child;Lauren Daigle;43350;215613;69;1;0,78;0,293;0,237;0;0,11;0,108;-8,17;0,0284;92,935;215613;4;['ccm', 'christian alternative rock', 'christian music', 'worship'];https://open.spotify.com/track/7r9kOxiNDnkAg5QKqtyjVk
5925;Quando Você Voltar;Quando Você Voltar;Grito Filmes;43173;268040;44;1;0,883;0,551;0,494;0;0,194;0,31;-8,506;0,218;175,209;268041;4;[];https://open.spotify.com/track/3yFW4IN8OkspoFGL0jt2Cg
5926;Show Me How;Show Me How;Men I Trust;43159;215110;70;1;0,674;0,791;0,267;0,534;0,102;0,544;-11,997;0,0415;165,99;215111;4;['indie pop'];https://open.spotify.com/track/01TyFEZu6mHbffsVfxgrFn
5927;Don't Wanna Know - Acoustic Version;#Acoustic;The Mayries;43189;183472;57;1;0,706;0,438;0,448;0;0,159;0,366;-7,676;0,0666;118,37;183473;5;['acoustic pop', 'viral pop'];https://open.spotify.com/track/4fHJwyR7JILiSAbLyXcrKx
5928;Codeine;Disc 1;Mandragora;43311;329125;58;0;0,0227;0,495;0,532;0,354;0,331;0,0514;-8,846;0,0528;140,004;329125;4;['chillhop', 'indie deutschrap', 'jazz boom bap'];https://open.spotify.com/track/1AQH4K1OX1KHbTt5ojMonp
5929;IDGAF - Acoustic;IDGAF (Remixes II);Dua Lipa;43224;217785;60;0;0,309;0,682;0,382;0;0,11;0,638;-5,179;0,217;190,773;217785;4;['dance pop', 'pop', 'uk pop'];https://open.spotify.com/track/5ZMb1d14RLl5NHAgZIwVHc
5930;De Copão na Mão Sarrando a Sua Filha;De Copão na Mão Sarrando a Sua Filha;MC Luuh;43435;240372;44;0;0,593;0,905;0,623;0,00000107;0,0746;0,961;-4,721;0,052;132,012;240373;4;['funk carioca', 'rave funk'];https://open.spotify.com/track/7qHJfasHCvHFaA0YDVA5FZ
5931;Propriedade - Ao Vivo;No Pelo Em Campo Grande (ao Vivo);Hugo & Guilherme;43441;195453;44;1;0,788;0,462;0,562;0;0,343;0,395;-5,728;0,0658;176,999;195453;4;['sertanejo pop'];https://open.spotify.com/track/7adVxBPHxyxiLZZb7UUj2m
5932;Fly;Fly;Marshmello;43168;193777;64;1;0,000639;0,63;0,9;0,852;0,203;0,155;-3,955;0,0387;134,988;193778;4;['chicago rap', 'melodic rap'];https://open.spotify.com/track/2HO0uCyq8jOveEzvmo4JEu
5933;Você e eu - Ao vivo;Prazer, eu sou Ferrugem (Ao vivo);Ferrugem;43175;199313;44;1;0,626;0,469;0,794;0,00000148;0,957;0,69;-6,774;0,0362;85,828;199313;4;['pagode'];https://open.spotify.com/track/7CloN9RzNDRx9anfJOzvRB
5934;Primeiro Baile;Busão do JM;Musical JM;43103;211293;44;1;0,156;0,739;0,684;0,00000295;0,0756;0,759;-6,776;0,039;133,793;211293;4;['bandinhas', 'musica gaucha', 'musica gaucha tradicionalista'];https://open.spotify.com/track/0HL0jtX6gxnJ3RoKJwF0zW
5935;Birthday Suit;The Much Much How How and I;Cosmo Sheldrake;43196;80406;61;1;0,837;0,699;0,574;0,0000773;0,121;0,525;-8,109;0,226;62,542;80407;4;['uk pop'];https://open.spotify.com/track/598B9RU1jZhObFSQJhisIa
5936;RISE - Remix;RISE (Remix);League of Legends;43397;191864;62;0;0,0275;0,477;0,777;0;0,074;0,526;-5,652;0,34;176,915;191864;4;['video game music'];https://open.spotify.com/track/2u5UWeZlAiO60lSYYME7jU
5937;É uma Partida de Futebol - Ao Vivo;Skank, Os Três Primeiros - EP Samba Poconé (Gravado ao Vivo no Circo Voador);Skank;43371;215835;44;1;0,0428;0,553;0,98;0,00000305;0,955;0,42;-4,32;0,0993;104,929;215836;4;['dancehall', 'modern reggae'];https://open.spotify.com/track/797GKt6mG0GD6wce3o35Ng
5938;Quem Tem Boca Vaia Roma;Quem Tem Boca Vaia Roma;Pineapple StormTv;43294;185500;44;0;0,0183;0,391;0,767;0,23;0,326;0,647;-10,893;0,393;71,072;185500;5;['rap baiano', 'trap baiano', 'trap brasileiro'];https://open.spotify.com/track/5R5gcLZbAlzuu7KFyrFleE
5939;Ritmo do Encaixa;Ritmo do Encaixa;MC Digu;43270;166739;44;1;0,158;0,794;0,566;0;0,113;0,843;-8,748;0,316;160,199;166740;4;['funk carioca', 'funk ostentacao'];https://open.spotify.com/track/5ys3X6nNegtVmceBrq0JdC
5940;Arms;On the Train Ride Home;The Paper Kites;43208;203560;58;1;0,932;0,41;0,141;0,0898;0,118;0,24;-18,564;0,0337;149,888;203560;4;['australian indie folk', 'indie folk', 'neo mellow', 'stomp and holler'];https://open.spotify.com/track/5gQVrN1QvJ6YoVDnsTfb6g
5941;Sempre Seu Homem / Não Acredito;Do Jeito que Nóis Gosta 2;Diego & Arnaldo;43129;287289;44;1;0,755;0,514;0,794;0;0,834;0,73;-3,87;0,0746;177,998;287290;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/20bHqfDLLn86g1kcxZUZaG
5942;Neném - Ao Vivo;Neném (Ao Vivo);Gabi Martins;43322;166902;44;1;0,295;0,778;0,46;0;0,359;0,468;-8,772;0,0314;118,061;166903;4;['sertanejo pop'];https://open.spotify.com/track/4y3B4aMRUltDaVl1Y7G32i
5943;Afogamento - Bonus Track;OK OK OK;Gilberto Gil;43329;248148;45;1;0,918;0,689;0,279;0,000952;0,166;0,248;-11,785;0,0469;102,027;248149;4;['bossa nova', 'mpb', 'samba', 'tropicalia', 'violao'];https://open.spotify.com/track/3Jl8zs4lZa0uG0q8m4Ar0I
5944;Peach Pit;Sweet FA;Peach Pit;43278;287080;67;0;0,00322;0,515;0,804;0,00229;0,149;0,298;-5,345;0,0398;123,969;287080;4;['indie pop', 'modern alternative rock', 'modern rock', 'vancouver indie'];https://open.spotify.com/track/0ZK8TGOsngrstVPsnrHbK1
5945;Alguém Me Avisou / Saco Cheio / Bebeto Loteria - Ao Vivo;A Força do Nosso Som (Ao Vivo);Vou pro Sereno;43343;241085;44;1;0,711;0,539;0,896;0;0,668;0,78;-6,168;0,0648;114,386;241085;4;['pagode', 'pagode novo', 'samba moderno'];https://open.spotify.com/track/5Hmg9uA2YvrRSxH5WBD5WU
5946;Tô De Pé - Acústico / Ao Vivo;Acústico Na Casa Do Lago (Acústico / Ao Vivo);Maneva;43371;187101;44;0;0,63;0,827;0,652;0,000323;0,699;0,773;-6,884;0,0451;106,055;187102;4;['brazilian reggae', 'pop nacional'];https://open.spotify.com/track/5YaJrV6W6f9UqowHDd71Ix
5947;Burn Out (feat. Dewain Whitmore);Burn Out (feat. Dewain Whitmore);Martin Garrix;43357;200322;63;0;0,0156;0,594;0,722;0;0,0667;0,407;-5,751;0,0398;127,877;200322;4;['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive house', 'tropical house'];https://open.spotify.com/track/7IWTIkiWGWNQyYfOLdMrGD
5948;Cabelo Bagunçado - Acústico / Ao Vivo;Acústico Na Casa Do Lago (Acústico / Ao Vivo);Maneva;43371;178317;44;1;0,625;0,725;0,348;0,0096;0,429;0,48;-10,798;0,0361;130,078;178317;4;['brazilian reggae', 'pop nacional'];https://open.spotify.com/track/2lswKfAyaa9rAz00zMe6Eg
5949;Mete Com Força Com Talento;Mete Com Força Com Talento;Dj Cabide;43378;135944;48;1;0,374;0,721;0,379;0,0384;0,0995;0,496;-11,877;0,385;84,702;135944;4;['funk carioca', 'rave funk'];https://open.spotify.com/track/4tBVQcM2K5SBangjIl94ae
5950;Gigantes;Gigantes;BK;43386;232096;44;0;0,209;0,583;0,573;0,000349;0,336;0,238;-7,107;0,0698;111,935;232096;4;['vapor trap'];https://open.spotify.com/track/6HCOXcDsQnUjQl5FQJvMvL
5951;Mais Além;Depois De Um Longo Caminho;Balara;43245;235200;44;1;0,143;0,692;0,577;0;0,116;0,823;-5,835;0,0298;125,018;235200;4;['musica triste brasileira'];https://open.spotify.com/track/3WFOAGC3M0iSLiuaaAdKOh
5952;Smithereens;Trench;Twenty One Pilots;43378;177040;65;1;0,296;0,764;0,548;0,0000101;0,0769;0,519;-7,627;0,14;151,02;177040;4;['modern rock', 'rock'];https://open.spotify.com/track/5G6Gt9RtNaeIE418pd4yre
5953;Emanuel;Emanuel;Isaias Saad;43431;346195;44;0;0,159;0,579;0,56;0,000196;0,0895;0,147;-9,255;0,0345;138,023;346196;4;['adoracao'];https://open.spotify.com/track/40H9Vv6dJnPyJ1610U3wV7
5954;Engano seu;Dona de mim;IZA;43217;163670;44;0;0,016;0,728;0,792;0;0,0543;0,661;-5,331;0,188;89,998;163670;4;['cali rap', 'oakland hip hop', 'scam rap', 'trap soul', 'underground hip hop', 'vapor trap'];https://open.spotify.com/track/6dWcpVmHBx50htfu4rrlAx
5955;everythingoes;mono.;RM;43395;222493;65;1;0,143;0,467;0,722;0,00000291;0,128;0,14;-5,819;0,0303;92,014;222494;4;['melodic rap', 'rap', 'trap'];https://open.spotify.com/track/7DKYA93lgKbhxzqE2ojtCS
5956;Know No Better (feat. Travis Scott, Camila Cabello & Quavo);Major Lazer Essentials;Major Lazer;43392;225849;62;0;0,132;0,738;0,814;0,00000964;0,126;0,483;-4,414;0,0999;119,041;225850;4;['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop rap'];https://open.spotify.com/track/3T3la6mcfhrTKS884NKeyC
5957;Tipo Rave Balança o Popo;Tipo Rave Balança o Popo;MC Hollywood;43301;160610;44;1;0,0183;0,856;0,793;0,000313;0,0765;0,19;-4,529;0,131;135,086;160611;4;['brega funk', 'funk carioca', 'funk ostentacao'];https://open.spotify.com/track/4cizohcihfS89qDmx6BhUD
5958;Vamos Disputar - Ao Vivo;No Pelo Em Campo Grande (ao Vivo);Hugo & Guilherme;43441;173707;44;1;0,674;0,808;0,729;0;0,556;0,747;-5,18;0,0481;130,064;173708;4;['sertanejo pop'];https://open.spotify.com/track/61v22jRLs6s2ZE8IcWcC9H
5959;Xaxado do Amor;I Love;Natiruts;43441;232385;46;0;0,192;0,494;0,814;0,00000327;0,0697;0,403;-5,563;0,0498;110,02;232385;4;['brazilian reggae', 'reggae tuga'];https://open.spotify.com/track/6lHfkPX41UomOmJOmDaRGh
5960;My Father's Tears;My Father's Tears;Sigimund;43139;100176;46;1;0,963;0,279;0,0181;0,858;0,112;0,234;-30,928;0,0412;75,154;100176;1;['background music', 'focus'];https://open.spotify.com/track/0pFAWeCiim0NCmwRgbg1Q7
5961;Brilho no Olhar / Problema Emocional / Nossa Escola - Ao Vivo;A Força do Nosso Som (Ao Vivo);Vou pro Sereno;43343;281388;44;1;0,508;0,469;0,844;0,000533;0,643;0,718;-8,739;0,0431;97,316;281388;4;['pagode', 'pagode novo', 'samba moderno'];https://open.spotify.com/track/1fk3uokDTpJxxK9RCRE27u
5962;Sem Cumprimentar;Baile do Guga;Dj Guuga;43308;153024;45;0;0,147;0,812;0,811;0;0,347;0,895;-3,797;0,236;160,084;153024;4;['funk carioca', 'rave funk'];https://open.spotify.com/track/6FCLRYsoFoM3w6Rnx7lm3R
5963;Vou Te Levar;Colírio da Cólera;Fabio Brazza;43433;176745;44;1;0,854;0,634;0,335;0;0,101;0,631;-12,401;0,315;79,144;176746;4;['brazilian hip hop'];https://open.spotify.com/track/3tqLTlt2O0300Aakkr0PEO
5964;Monstros;LOBOS;Jão;43329;255028;44;1;0,903;0,576;0,218;0;0,108;0,355;-9,887;0,0318;135,992;255028;4;['emo rap', 'miami hip hop'];https://open.spotify.com/track/1y2plShqBMDQ0T6ZhmfmeE
5965;Hoje Cedo (feat. Pitty) - Ao Vivo;10 Anos de Triunfo (Ao Vivo);Emicida;43211;342000;44;0;0,572;0,457;0,886;0;0,973;0,36;-5,984;0,41;80,176;342000;4;['afrofuturismo brasileiro', 'brazilian hip hop', 'brazilian rock', 'funk ostentacao', 'hip hop tuga', 'manguebeat', 'pop lgbtq+ brasileira'];https://open.spotify.com/track/6n1kLEtsPlekRVg6UiGXop
5966;Você não vive sem;Dona de mim;IZA;43217;197073;44;0;0,623;0,608;0,507;0;0,115;0,372;-6,399;0,0415;122,952;197073;4;['cali rap', 'oakland hip hop', 'scam rap', 'trap soul', 'underground hip hop', 'vapor trap'];https://open.spotify.com/track/1WHeEGj7gbd834Ema8PHU0
5967;Tem Café - Remix;Dennis Remixes;Dennis DJ;43273;169408;44;0;0,00348;0,773;0,737;0,00101;0,1;0,173;-5,042;0,0381;121,948;169409;4;['brazilian edm', 'funk carioca', 'funk das antigas'];https://open.spotify.com/track/3AOs1M6lDINjxMljAjKVkP
5968;4am;4am;girl in red;43322;110861;63;1;0,672;0,416;0,389;0,38;0,205;0,295;-13,696;0,0385;168,897;110862;4;['bedroom pop', 'indie pop', 'norwegian indie'];https://open.spotify.com/track/4BWJGWmzbjsnA94Weyi5j4
5969;Vou Morrer Sozinho;Vou Morrer Sozinho;Jão;43326;174519;44;1;0,18;0,814;0,646;0;0,27;0,753;-5,503;0,0381;126,034;174519;4;['emo rap', 'miami hip hop'];https://open.spotify.com/track/4f5q7OZD7Z93a7XdX0SuDc
5970;Humility (feat. George Benson);The Now Now;Gorillaz;43280;197933;65;1;0,144;0,632;0,807;0,0211;0,125;0,784;-5,893;0,126;160,174;197933;4;['alternative hip hop', 'art pop'];https://open.spotify.com/track/3NeiYiBn3rQBgurfVk92Zm
5971;Venezuela;Venezuela;Various Artists;43320;276122;44;0;0,643;0,712;0,769;0;0,082;0,648;-4,889;0,118;112,99;276123;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/0S75dOOUKjP8UKdbBlThcK
5972;Inspiração;Chaos;CHS;43202;291669;44;0;0,501;0,704;0,682;0,0000019;0,203;0,825;-6,987;0,0657;132,973;291669;4;['contemporary country', 'deep talent show'];https://open.spotify.com/track/4BqwsiTV1pqQbKAfsf3kv6
5973;Eu Quero Ser Como Você;LOBOS;Jão;43329;189707;44;0;0,737;0,794;0,297;0;0,281;0,72;-9,388;0,0562;113,902;189707;4;['emo rap', 'miami hip hop'];https://open.spotify.com/track/3XbqMexOs4oiE9n6ATZ35K
5974;Corda bamba (Participação especial de Ivete Sangalo);Dona de mim;IZA;43217;163529;44;1;0,158;0,658;0,951;0;0,209;0,925;-1,968;0,155;203,924;163529;4;['cali rap', 'oakland hip hop', 'scam rap', 'trap soul', 'underground hip hop', 'vapor trap'];https://open.spotify.com/track/3UB6o0haNyTOVvkpN3y1k7
5975;Aí Desgramou - Ao Vivo;Os Mineiros Tão Chegando (Ao Vivo);Talis e Welinton;43119;165647;44;0;0,0329;0,323;0,912;0;0,698;0,704;-4,044;0,0672;76,75;165647;4;['sertanejo pop'];https://open.spotify.com/track/0vGmnHkRWlFnY9lDg29Usx
5976;Por nós;Por nós;Class A;43126;159425;44;0;0,0818;0,654;0,612;0;0,106;0,29;-10,089;0,39;133,112;159425;4;['country rap'];https://open.spotify.com/track/5nHY69FYgpPvxRxPPvsXwm
5977;Minha Vida É Você;Minha Vida É Você;Roberta Miranda;43343;209276;44;1;0,208;0,538;0,784;0,00000151;0,221;0,783;-4,039;0,0336;101,453;209276;4;['sertanejo', 'sertanejo tradicional', 'sertanejo universitario'];https://open.spotify.com/track/2yp50Gw4E1DQhEjB9eDVlR
5978;My Way;My Way;Ava Max;43210;141598;64;0;0,0623;0,685;0,621;0;0,0901;0,396;-4,877;0,0412;100,004;141598;4;['dance pop', 'pop'];https://open.spotify.com/track/3gJ6t0HKTMto4Aq3sXJVk2
5979;BBIBBI;BBIBBI;IU;43383;194426;71;1;0,241;0,839;0,617;0;0,3;0,821;-4,692;0,331;143,894;194426;4;['meme rap', 'minnesota hip hop', 'pop rap', 'vapor trap'];https://open.spotify.com/track/4as4XEOR03oGm1STUKl6pa
5980;1400 / 999 Freestyle;A Love Letter To You 3;Trippie Redd;43413;175954;77;0;0,0079;0,825;0,572;0;0,113;0,568;-6,067;0,0864;141,991;175954;4;['emo rap', 'miami hip hop'];https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R
5981;I Wanna Know (feat. Bea Miller);I Wanna Know (feat. Bea Miller);NOTD;43175;197938;71;1;0,0253;0,661;0,725;0;0,123;0,605;-4,859;0,0563;119,927;197939;4;['dance pop', 'edm', 'electropop', 'pop', 'pop edm', 'post-teen pop', 'tropical house'];https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
5982;Trilha - Ao Vivo;Verdade (Ao Vivo);Lauana Prado;43440;232320;44;0;0,484;0,689;0,85;0;0,678;0,425;-3,8;0,0635;97,999;232320;4;['sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/0rZvbEdso16795Tv2Dw30J
5983;Mil Promessas - Acústico / Ao Vivo;Acústico Na Casa Do Lago (Acústico / Ao Vivo);Maneva;43371;218511;44;0;0,336;0,783;0,521;0,0000581;0,883;0,371;-8,198;0,0463;98,986;218512;4;['brazilian reggae', 'pop nacional'];https://open.spotify.com/track/2gvsJm4YYrscFS7tBeq98S
5984;Energia - Parte 2;Energia (Parte 2);Sofi Tukker;43357;269103;43;0;0,0446;0,612;0,839;0,0504;0,105;0,389;-6,841;0,0324;135,061;269103;4;['electropop'];https://open.spotify.com/track/4LDOAbqOhaAcY5ccwfIlJL
5985;Feeling Lonely;Soy Pablo;boy pablo;43378;197946;68;0;0,014;0,635;0,537;0,0000372;0,103;0,885;-10,45;0,0536;117,942;197947;4;['bedroom pop', 'bergen indie', 'indie pop', 'norwegian indie'];https://open.spotify.com/track/5uIRujGRZv5t4fGKkUTv4n
5986;Mamita;CNCO;CNCO;43196;174200;62;1;0,107;0,803;0,705;0,0000036;0,147;0,49;-5,316;0,0624;90,995;174200;4;['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical'];https://open.spotify.com/track/71GAvRsilpo9pqd0vYn8Mo
5987;Girassol / Flor de Lis - Ao Vivo;Delacruz no Estúdio Showlivre (Ao Vivo);Delacruz;43399;203067;44;0;0,873;0,493;0,532;0,00000363;0,0779;0,496;-9,794;0,0489;119,818;203067;4;['funk carioca'];https://open.spotify.com/track/0YlUQiV29VE7ikacIr9XEt
5988;Pimenta;Pimenta;Haikaiss;43349;272571;44;0;0,0748;0,902;0,675;0;0,116;0,82;-6,109;0,25;140,005;272571;4;['brazilian edm', 'brazilian hip hop', 'trap brasileiro'];https://open.spotify.com/track/6uvj7QRLG9xnU8B5bl0lx2
5989;Logo Dou um Jeito - Ao Vivo;A Força do Nosso Som (Ao Vivo);Vou pro Sereno;43343;216306;44;1;0,461;0,502;0,833;0;0,882;0,743;-7,963;0,0526;88,234;216306;4;['pagode', 'pagode novo', 'samba moderno'];https://open.spotify.com/track/1pFQjTepnRQ89hMbjMXkTk
